Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.5574,2017-11-20 00:01:07+00:00,0.0,0.825,0.175,Watch @AndersonCooper show you how to vote for the CNN Hero of the Year at https://t.co/Uc45POmhyz  #CNNHeroes https://t.co/cAsmnPJy6U,83,@CNN
-0.0516,2017-11-19 23:41:34+00:00,0.186,0.641,0.173,"Here's why White House aides worry about Trump's Mar-a-Lago holiday
https://t.co/pkpWWSIAkq https://t.co/7MROOtE92d",84,@CNN
0.5994,2017-11-19 23:23:33+00:00,0.0,0.849,0.151,"The Georgia Dome, the only facility in the world to host the Olympics, Super Bowl and Final Four soon will be reduc… https://t.co/WJRDhdSjY6",85,@CNN
-0.296,2017-11-19 23:02:57+00:00,0.119,0.825,0.057,Media Matters President Angelo Carusone explains why he's leading an advertising boycott against Fox News host Sean… https://t.co/0jiACDd93V,86,@CNN
0.2732,2017-11-19 22:46:46+00:00,0.0,0.89,0.11,A new NASA tool can tell you which glacier may flood your city as the planet warms https://t.co/EHcGq7ZGor https://t.co/MrHyIrFUv7,87,@CNN
0.4019,2017-11-19 22:29:24+00:00,0.0,0.881,0.119,Zimbabwe President Mugabe refuses to step down from the presidency- paving the way for his party to impeach him in… https://t.co/el0hxUQqRv,88,@CNN
0.5627,2017-11-19 22:16:02+00:00,0.0,0.804,0.196,Star Tribune: Sen. Al Franken won't resign in the wake of a woman saying Franken forcibly kissed her and groped her… https://t.co/Jt00tFtxEy,89,@CNN
0.6369,2017-11-19 21:58:30+00:00,0.0,0.741,0.259,Do we love our guns more than our children? (via @CNNOpinion) https://t.co/vmbew5iZcH https://t.co/aKUu7AVtmn,90,@CNN
-0.4767,2017-11-19 21:50:13+00:00,0.129,0.871,0.0,"President Trump shot back at Lavar Ball, the father of one of the UCLA basketball players arrested in China, for be… https://t.co/llstwHIIHh",91,@CNN
0.0258,2017-11-19 21:44:17+00:00,0.124,0.747,0.129,You’ll have plenty of ways to make your Instagram friends jealous when you’re in Seattle. Explore the city w/… https://t.co/0vpPhuaI6E,92,@CNN
0.0,2017-11-19 21:37:50+00:00,0.0,1.0,0.0,"Cards Against Humanity, a card game company known for its attention-seeking pranks, says it bought land on the US-M… https://t.co/zVBya01Ogk",93,@CNN
-0.5719,2017-11-19 21:29:50+00:00,0.281,0.719,0.0,The family of a 5-year-old boy crushed in a rotating Atlanta restaurant files a lawsuit https://t.co/2RfsGOxS9m https://t.co/Wai5ngiCPh,94,@CNN
0.0,2017-11-19 21:21:38+00:00,0.0,1.0,0.0,The degenerative brain disease CTE has been confirmed in a living NFL player for the first time… https://t.co/378FmdoXJv,95,@CNN
0.4019,2017-11-19 21:04:54+00:00,0.0,0.876,0.124,Pope Francis wants you to do him a favor. The next time you're in Mass — put down your cell phone.… https://t.co/disMRVCeaV,96,@CNN
0.0516,2017-11-19 20:46:47+00:00,0.093,0.805,0.102,"Sen. Bernie Sanders slams GOP tax bill: “They are going to come back with massive cuts to Social Security, Medicare… https://t.co/36yBsjW3Wc",97,@CNN
-0.5106,2017-11-19 20:40:13+00:00,0.155,0.845,0.0,"Jared Kushner's attorney, Abbe Lowell, pushes back on claims Kushner failed to turn over documents calling it a ""mi… https://t.co/rPiCaeYH8J",98,@CNN
-0.6597,2017-11-19 20:37:40+00:00,0.231,0.769,0.0,"More than 16,000 scientists have signed a dire warning to humanity advising that we need to fix our environmental p… https://t.co/tWEhZhRBUN",99,@CNN
0.2584,2017-11-19 20:31:17+00:00,0.0,0.893,0.107,"Despite being given an ultimatum by Zimbabwe's military, Robert Mugabe did not resign. @McKenzieCNN explains what h… https://t.co/6py90dsQou",100,@CNN
0.0,2017-11-20 17:39:18+00:00,0.0,1.0,0.0,"RT @bbcweather: Tomorrow morning will start #mild for most, and #wet in the north - especially Scotland. Ben R https://t.co/EEmn8GP9PT",1,@BBCNews
0.2755,2017-11-20 17:30:03+00:00,0.0,0.85,0.15,RT @BBCNewsGraphics: Six charts about housing and money that millennials can't ignore https://t.co/lW6WH8rQQU,2,@BBCNews
-0.4767,2017-11-20 17:02:51+00:00,0.307,0.693,0.0,Muckamore Abbey Hospital: Four staff members suspended https://t.co/ydfoYzduc8,3,@BBCNews
-0.2023,2017-11-20 16:51:17+00:00,0.087,0.913,0.0,"RT @BBCSport: David Haye and Tony Bellew's rematch has been postponed because Haye slipped on the stairs.

Full story: https://t.co/2ldT2I3…",4,@BBCNews
0.2263,2017-11-20 16:42:23+00:00,0.154,0.659,0.187,"RT @bbclaurak: Merkel says she prefers new elections to minority govt - if delay of months, could be huge drag on Brexit progress",5,@BBCNews
-0.0516,2017-11-20 16:33:16+00:00,0.13,0.87,0.0,Brexit: Electoral Commission reopens probe into Vote Leave https://t.co/FljOZs3N0U,6,@BBCNews
0.4019,2017-11-20 16:20:23+00:00,0.0,0.748,0.252,Scottish Labour leader would support England against Scotland https://t.co/EbsEKOwu7k,7,@BBCNews
-0.4215,2017-11-20 16:12:16+00:00,0.318,0.682,0.0,Childcare website glitch leaves families struggling https://t.co/kVQf2ZRNEF,8,@BBCNews
-0.4588,2017-11-20 16:07:11+00:00,0.5,0.5,0.0,Campaigners condemn 'ludicrous' hijab questioning https://t.co/fTB6m6mCHl,9,@BBCNews
0.0772,2017-11-20 16:06:15+00:00,0.126,0.737,0.137,"RT @BBCSport: ""Her star will always shine brightly.""

Tributes have been paid to former Wimbledon champion Jana Novotna who has died at the…",10,@BBCNews
0.0,2017-11-20 16:02:52+00:00,0.0,1.0,0.0,British camera operator dies while filming BBC drama https://t.co/alargDrye2,11,@BBCNews
-0.3382,2017-11-20 15:22:41+00:00,0.374,0.626,0.0,It looks a shear drop! ? https://t.co/6NyBl4SvXW,12,@BBCNews
0.3182,2017-11-20 14:33:38+00:00,0.0,0.566,0.434,"Is this fair? ?
https://t.co/AU7XmQ5Hnt",13,@BBCNews
0.0,2017-11-20 14:21:43+00:00,0.0,1.0,0.0,"RT @BBCNewsbeat: OH HEY @ParisHilton, here's a brief history of the selfie, beginning in 1839 ??

??https://t.co/AciMPclzky https://t.co/x6…",14,@BBCNews
0.2263,2017-11-20 13:40:58+00:00,0.175,0.618,0.207,RT @BBCEngland: West Ham United supporters are being urged to not call 999 to complain after their team loses https://t.co/0iuFtxa11y https…,15,@BBCNews
-0.765,2017-11-20 13:32:30+00:00,0.355,0.645,0.0,RT @BBCNewsround: How big is the problem of bullying in online games? https://t.co/BJuuHVgDsl https://t.co/C58eMTl9CD,16,@BBCNews
0.0,2017-11-20 13:06:41+00:00,0.0,1.0,0.0,Young people 'experimenting more in bed' https://t.co/VIpnHzf4yR,17,@BBCNews
0.0,2017-11-20 13:06:40+00:00,0.0,1.0,0.0,British Airways to board passengers in cheap seats last https://t.co/mUWFcpciEt,18,@BBCNews
0.2869,2017-11-20 13:05:33+00:00,0.0,0.911,0.089,RT @BBC_HaveYourSay: #BlackFriday bargain hunting? Plan on being the first through the door? If this is the first time you are heading out…,19,@BBCNews
-0.3612,2017-11-20 12:55:24+00:00,0.102,0.898,0.0,"RT @BBCSport: The fighting talk ahead of the #Ashes just keeps on coming.

Australia talked about ""opening a few scars"" and England given t…",20,@BBCNews
-0.8176,2017-11-20 12:13:38+00:00,0.556,0.444,0.0,Endris Mohammed jailed for murdering his children https://t.co/0mHf54jorS,21,@BBCNews
-0.2732,2017-11-20 11:51:01+00:00,0.189,0.811,0.0,"Black Friday deals ‘not all they seem,’ shoppers warned https://t.co/0AQkMQ8aeO",22,@BBCNews
0.0,2017-11-20 11:13:06+00:00,0.0,1.0,0.0,"What's happening with the #Brexit divorce bill?

https://t.co/7gnhKoiPO3 

(via @BBCRealityCheck) https://t.co/vdBnjh2Ju4",23,@BBCNews
0.0258,2017-11-20 11:04:25+00:00,0.161,0.717,0.121,RT @BBCNormanS: No special deal for the City after #Brexit warns Barnier. Brexit means Brexit including in financial services.,24,@BBCNews
0.1779,2017-11-20 10:55:51+00:00,0.0,0.925,0.075,RT @BBCChrisMorris: Those who wanted #Brexit must come up with solutions for #Ireland says @MichelBarnier. We’re back to ‘the ball’s in you…,25,@BBCNews
0.5994,2017-11-20 10:55:32+00:00,0.0,0.786,0.214,"RT @BBCScotlandNews: Kezia Dugdale was not given permission to join #ImACeleb, according to the new Scottish Labour party leader https://t.…",26,@BBCNews
0.0,2017-11-20 10:55:22+00:00,0.0,1.0,0.0,"RT @BBCSport: Sussex have appointed former Australia bowler Jason Gillespie as their new head coach.

https://t.co/Pso0FYqKEY https://t.co/…",27,@BBCNews
-0.7269,2017-11-20 10:54:05+00:00,0.466,0.534,0.0,Three face no action over Gaia Pope death https://t.co/j1ZocIOQEf,28,@BBCNews
0.0,2017-11-20 10:46:14+00:00,0.0,1.0,0.0,RT @BBCSport: There were only six Premier League managerial sackings in the whole of last season! https://t.co/6OsS8YQT3L,29,@BBCNews
-0.296,2017-11-20 10:22:21+00:00,0.18,0.82,0.0,No permission for Kezia Dugdale to appear in I'm A Celebrity https://t.co/srbYscniGZ,30,@BBCNews
0.0,2017-11-20 10:22:21+00:00,0.0,1.0,0.0,Morrissey defends Kevin Spacey and Harvey Weinstein https://t.co/durcXFjPtX,31,@BBCNews
0.0,2017-11-20 10:15:20+00:00,0.0,1.0,0.0,"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest ? https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE",32,@BBCNews
-0.7269,2017-11-20 10:15:03+00:00,0.243,0.757,0.0,"RT @VictoriaLIVE: So-called ""punishment attacks"" are on the rise in NI, and almost half of those targeted are under 25: https://t.co/uxd50d…",33,@BBCNews
0.0,2017-11-20 10:03:26+00:00,0.0,1.0,0.0,"RT @BBCSport: ? Not long until The Ashes begins! 

We're all over it, with live coverage of every ball on the BBC.

How to follow ? https:/…",34,@BBCNews
0.1901,2017-11-20 09:52:15+00:00,0.0,0.929,0.071,RT @bbclaurak: Cabinet minister who describes himself as ‘sensible leaver’ says ‘what we are willing to agree on Bill is one issue... but i…,35,@BBCNews
-0.4754,2017-11-20 09:00:28+00:00,0.26,0.595,0.145,"RT @BBCSport: Incredibly sad news.

Former Wimbledon champion Jana Novotna has died at the age of 49.

https://t.co/OWRmwvMgZ8 https://t.co…",36,@BBCNews
-0.8109,2017-11-20 08:58:11+00:00,0.333,0.59,0.077,"RT @VictoriaLIVE: 'I was shot as a ""punishment"" for bad behaviour'

@Gregstweet EXCLUSIVE report on rise of ""punishment attacks"" in NI http…",37,@BBCNews
-0.4871,2017-11-20 08:28:06+00:00,0.121,0.879,0.0,RT @BBCBusiness: How you feel about recycling? Is it all a complete waste of time and money? Send your comments to #BBCBizLive. See you at…,38,@BBCNews
0.0,2017-11-20 08:27:44+00:00,0.0,1.0,0.0,"British Gas to scrap standard variable tariff for new customers

https://t.co/9bJair1Fty https://t.co/QqoT6Bb227",39,@BBCNews
-0.7269,2017-11-20 08:19:37+00:00,0.276,0.724,0.0,"RT @VictoriaLIVE: Today's #VictoriaLIVE
??So-called ""punishment attacks"" on the rise
??Deadline day for Mugabe
??EU #Brexit talks https://t…",40,@BBCNews
0.25,2017-11-20 08:14:12+00:00,0.087,0.777,0.136,"PM @theresa_may to hold ""inner cabinet"" meeting in bid to make progress on stalled EU #Brexit negotiations… https://t.co/DMrjFB5WnE",41,@BBCNews
0.25,2017-11-20 08:12:26+00:00,0.0,0.818,0.182,I'm a celebrity: Dec jokes about Ant's return to TV https://t.co/E4Ii0CQ4Jl,42,@BBCNews
0.0,2017-11-20 07:58:31+00:00,0.0,1.0,0.0,"RT @BBCSport: ""A moment to move us all.""

Scotland rugby union legend Doddie Weir delivered the match ball at Murrayfield alongside his son…",43,@BBCNews
0.0,2017-11-20 07:50:54+00:00,0.0,1.0,0.0,British Gas scraps standard tariff for new customers https://t.co/LMj0TXKpSr,44,@BBCNews
0.0,2017-11-20 07:35:51+00:00,0.0,1.0,0.0,"Your morning briefing: Charles Manson dies, Mugabe set deadline to quit, Germany coalition talks collapse… https://t.co/NdjW6izz85",45,@BBCNews
0.0,2017-11-20 07:13:55+00:00,0.0,1.0,0.0,Brexit divorce bill: Theresa May to hold 'inner cabinet' talks https://t.co/9X6iMKIM9A,46,@BBCNews
-0.8689,2017-11-20 06:29:27+00:00,0.341,0.659,0.0,"RT @BBCWorld: @BBCBreaking ""The very name Manson has become a metaphor for evil, and evil has its allure."" https://t.co/n4Yc06S2IK

Convict…",47,@BBCNews
-0.7845,2017-11-20 06:01:44+00:00,0.277,0.723,0.0,RT @BBCBreaking: Notorious US cult leader Charles Manson dies aged 83 after decades in jail for a series of murders https://t.co/MDBYLJD8oE,48,@BBCNews
0.3182,2017-11-20 05:42:00+00:00,0.0,0.753,0.247,Fresh call for crackdown on gig economy https://t.co/kg9c1uDVn0,49,@BBCNews
-0.6597,2017-11-20 05:30:12+00:00,0.306,0.694,0.0,"Some cancer patients have PTSD years after diagnosis, study finds https://t.co/ET7jSFiSGY",50,@BBCNews
-0.3612,2017-11-20 03:59:38+00:00,0.106,0.894,0.0,"RT @SallyBundockBBC: Political turmoil in Germany and Zimbabwe - we'll have the latest in #BBCtheBriefing, plus what do you give to your pa…",51,@BBCNews
0.4215,2017-11-20 02:50:38+00:00,0.0,0.703,0.297,Women advised to sleep on side to help prevent stillbirth https://t.co/xTUsupBD6s,52,@BBCNews
0.3182,2017-11-20 01:26:24+00:00,0.0,0.777,0.223,Dame Katherine Grainger urges improvements in athlete welfare https://t.co/mIVCEI0vK4,53,@BBCNews
-0.7579,2017-11-20 00:51:47+00:00,0.448,0.552,0.0,Victims 'told not to report' Jehovah's Witness child abuse https://t.co/rkjMWbWc1u,54,@BBCNews
0.0,2017-11-19 22:25:07+00:00,0.0,1.0,0.0,New portraits released for Queen's platinum anniversary https://t.co/VERroEQqfO,55,@BBCNews
-0.4767,2017-11-19 19:09:22+00:00,0.279,0.721,0.0,Independent streams fake 'live' space video on Facebook https://t.co/DbGwW6ZO4J,56,@BBCNews
-0.5267,2017-11-19 18:59:21+00:00,0.412,0.405,0.182,'No signs of third party' in Gaia's death https://t.co/nI14GLrKAb,57,@BBCNews
0.0,2017-11-19 18:33:38+00:00,0.0,1.0,0.0,Ofsted inspectors to quiz schoolgirls in hijabs https://t.co/ScPkMWUxoC,58,@BBCNews
-0.5859,2017-11-19 18:01:01+00:00,0.147,0.853,0.0,RT @jondonnisonbbc: “In Emmerson Mnangagwa you are going to get a man leading #Zimbabwe who is as horrendous as Robert Mugabe if not worse.…,59,@BBCNews
0.3182,2017-11-19 17:48:40+00:00,0.0,0.892,0.108,RT @bbcweather: All change please. A different face of autumn returns this week. Get the forecast for your area here https://t.co/PI1JOi18n…,60,@BBCNews
0.0,2017-11-19 16:53:59+00:00,0.0,1.0,0.0,RT @BBCBreaking: Live updates as Zimbabwe's embattled President Mugabe prepares to make a TV address to the nation https://t.co/tn1C6USYvM,61,@BBCNews
0.0,2017-11-19 16:43:16+00:00,0.0,1.0,0.0,Exeter couple finally ditch 1950s appliances https://t.co/51803oDbgP,62,@BBCNews
-0.6705,2017-11-19 15:55:57+00:00,0.44,0.56,0.0,Anna Soubry blames threats on 'Brexit mutineers' headline https://t.co/oSOFkjBVgY,63,@BBCNews
0.0,2017-11-19 15:51:59+00:00,0.0,1.0,0.0,"RT @BBCHughPym: NHS England repeating Simon Stevens' view that he didn't get the money he asked for from the Government for this year, next…",64,@BBCNews
0.0,2017-11-19 15:51:43+00:00,0.0,1.0,0.0,RT @BenBrownBBC: Dramatic news on #Mugabe - Zimbabwe tv preparing to broadcast a big announcement from State House this evening - speculati…,65,@BBCNews
-0.743,2017-11-19 14:57:42+00:00,0.474,0.526,0.0,Police tweet open 'letter' to domestic abuse victim https://t.co/CoA2uy5vhd,66,@BBCNews
-0.6597,2017-11-19 14:57:42+00:00,0.435,0.565,0.0,Waddesdon air crash: Bodies recovered from crash site https://t.co/VZLy9CU5Lw,67,@BBCNews
0.0,2017-11-19 14:38:46+00:00,0.0,1.0,0.0,London buses to be powered by coffee https://t.co/9jFMc4fMyy,68,@BBCNews
-0.4215,2017-11-19 14:10:10+00:00,0.259,0.741,0.0,Paul Farrelly denies fracas claims amid Labour probe https://t.co/xJR0t6Aow6,69,@BBCNews
0.0,2017-11-19 13:41:44+00:00,0.0,1.0,0.0,Michelle O'Neill rules herself out as new Sinn Féin leader https://t.co/i9t2ewM6z3,70,@BBCNews
0.0772,2017-11-19 13:40:37+00:00,0.109,0.769,0.122,RT @BBCBreaking: Zimbabwe ruling party says Robert Mugabe must resign as president by midday Monday or face impeachment https://t.co/fG6mX0…,71,@BBCNews
0.5754,2017-11-19 13:04:39+00:00,0.0,0.861,0.139,RT @BBCPolitics: ?? IT'S A #BREXITCAST GERMANY SPECIAL! ?? Laura von Kuenssberg is in Berlin with Herr David Davis and Doctor Adler is in B…,72,@BBCNews
0.2732,2017-11-19 12:50:49+00:00,0.0,0.909,0.091,"RT @bbcweather: A snapshot of your #Sunday weather - lots of sunshine this morning, but cloud &amp; rain spreading into the west and northwest…",73,@BBCNews
0.0,2017-11-19 12:28:41+00:00,0.0,1.0,0.0,Bristol sailor dies in Clipper Round the World Race https://t.co/BVjxhk8bFD,74,@BBCNews
0.5423,2017-11-19 12:09:09+00:00,0.089,0.667,0.244,"RT @BBCBreaking: President Robert Mugabe's wife Grace is expelled from Zimbabwe's ruling Zanu-PF party, officials tell BBC https://t.co/vvM…",75,@BBCNews
-0.5411,2017-11-19 11:55:27+00:00,0.18,0.759,0.062,"RT @daily_politics: .@GiselaStuart takes on Remainer @campbellclaret over Brexit. ""You want a bad deal to prove you're right?!""#bbcsp https…",76,@BBCNews
0.6597,2017-11-19 11:47:48+00:00,0.0,0.759,0.241,"RT @BBCBreaking: Zimbabwe ruling party sacks Robert Mugabe as party leader, appoints former vice-president Mnangagwa in his place https://t…",77,@BBCNews
-0.4019,2017-11-19 11:47:18+00:00,0.252,0.748,0.0,"Newry: Girl, 12, dies in beach buggy crash https://t.co/y11bEQT7Jz",78,@BBCNews
-0.296,2017-11-19 11:45:35+00:00,0.115,0.885,0.0,"Philip Hammond says ""there are no unemployed people"" on #Marr Show, before insisting the government hasn't forgotte… https://t.co/zwAIO0EUE1",79,@BBCNews
0.0,2017-11-19 11:35:17+00:00,0.0,1.0,0.0,Rugby League World Cup: England 36-6 Papua New Guinea https://t.co/ggJkR2SbPG,80,@BBCNews
0.0,2017-11-19 11:23:43+00:00,0.0,1.0,0.0,"Budget 2017: Plans to build 300,000 homes a year https://t.co/84EUR55R4h",81,@BBCNews
0.2732,2017-11-19 11:19:41+00:00,0.096,0.728,0.176,RT @daily_politics: Budget is “an opportunity for Chancellor to show he’s putting aside mistakes of Treasury in the past” over Brexit @Jaco…,82,@BBCNews
-0.3818,2017-11-19 11:06:35+00:00,0.115,0.885,0.0,"RT @JPonpolitics: Here's what Dominic Grieve MP said to me this morning about some Conservative MPs becoming ""unhinged"" over Brexit: https:…",83,@BBCNews
0.7351,2017-11-19 10:37:20+00:00,0.0,0.78,0.22,"RT @bbcweather: Good morning to all at sea &amp; working offshore. Shower cloud in the North Sea &amp; a strong, NW'ly wind. Quieter conditions in…",84,@BBCNews
-0.4215,2017-11-19 10:30:35+00:00,0.259,0.741,0.0,Singer and presenter Aled Jones denies 'inappropriate' behaviour https://t.co/LGKtogLIIN,85,@BBCNews
0.0,2017-11-19 10:27:34+00:00,0.0,1.0,0.0,Gaia Pope: Sister says teenager was 'light of my life' https://t.co/K4yq5n7O0Q,86,@BBCNews
-0.5994,2017-11-19 10:19:11+00:00,0.224,0.776,0.0,RT @BBCNormanS: Hmm...what will people take from Hammond on @MarrShow ? One car crash  comment. “There are no unemployed people.”,87,@BBCNews
-0.296,2017-11-19 10:19:09+00:00,0.087,0.913,0.0,RT @BBCNormanS: Hammond rebuffs any climb down over fixed date for Brexit. “We have no plans to change what we are putting before Parliamen…,88,@BBCNews
-0.296,2017-11-19 09:56:46+00:00,0.104,0.896,0.0,"RT @MarrShow: ""We've got to be sustainably delivering 300,000 homes a year...there is no single magic bullet"" says @PhilipHammondUK #marr h…",89,@BBCNews
-0.3182,2017-11-19 09:55:47+00:00,0.126,0.874,0.0,"Government will address pressures on NHS in a ""sensible, measured  and balanced way"", Chancellor Philip Hammond say… https://t.co/NDUj0hr8QR",90,@BBCNews
-0.296,2017-11-19 09:48:13+00:00,0.158,0.842,0.0,"We've had a difficult year — but we're ""on the brink"" of making serious movement forward on #Brexit, Chancellor Phi… https://t.co/5PnmYL8PiU",91,@BBCNews
-0.4767,2017-11-19 09:42:23+00:00,0.143,0.807,0.049,"Young people fear they won't be able to reach ""even the same living standards as their parents"", shadow chancellor… https://t.co/NMMER9sFyI",92,@BBCNews
-0.0772,2017-11-19 09:41:43+00:00,0.08,0.92,0.0,RT @BBCNormanS: We are on the brink of some serious movement forward on Brexit - Hammond @MarrShow,93,@BBCNews
0.6249,2017-11-19 09:41:04+00:00,0.0,0.814,0.186,RT @BBCNormanS: The great unanswered question. What are the upfront costs of @johnmcdonnellMP  spending plans? His response -“You’re asking…,94,@BBCNews
-0.4215,2017-11-19 09:40:54+00:00,0.135,0.865,0.0,"RT @MarrShow: ""Just one little number?"" asks #marr as @johnmcdonnellMP fails to give figures for cost of nationalisation https://t.co/ZiYuc…",95,@BBCNews
0.7096,2017-11-19 09:29:13+00:00,0.148,0.539,0.313,"""Stop giving tax cuts to the corporations and the rich"" to free up money for public services, shadow chancellor Joh… https://t.co/2E8utuY36T",96,@BBCNews
0.0,2017-11-19 09:16:16+00:00,0.0,1.0,0.0,"RT @BBCWorldatOne: ""His publishers kept a fax machine long after they had gone out of fashion, largely for Seamus,"" says Heaney's official…",97,@BBCNews
-0.5106,2017-11-19 09:16:13+00:00,0.185,0.815,0.0,"RT @bbcweather: Low pressure with us during Monday, bringing us a cloudier and wetter day - more especially in the morning. Stav D https://…",98,@BBCNews
0.0,2017-11-19 08:40:46+00:00,0.0,1.0,0.0,"RT @bbcweather: Cold, milder, colder - anyone see a pattern here?  Tomasz Schafernaker has the #longrangeforecast https://t.co/J7WGojxlrr L…",99,@BBCNews
0.4019,2017-11-19 08:25:48+00:00,0.0,0.881,0.119,RT @BenBrownBBC: More history being made today in #zimbabwe - central committee of ruling Zanu-PF expected to dismiss #Mugabe as party lead…,100,@BBCNews
0.5267,2017-11-20 17:40:09+00:00,0.0,0.861,0.139,"Even if Democrats gain more seats in the 2018 election, it might not be enough to flip control of the House https://t.co/pE0c2LNrRe",1,@NYTimes
0.0,2017-11-20 17:30:16+00:00,0.0,1.0,0.0,"He was only 11 years older than Bill Cosby, his TV son, but he proved to be an authoritative father figure https://t.co/LYUSb81uV1",2,@NYTimes
0.25,2017-11-20 17:20:09+00:00,0.0,0.9,0.1,"What Al Franken’s photo and Trump’s ""Access Hollywood"" tape have in common: male entertainers using women as props https://t.co/WkugHgS7CP",3,@NYTimes
-0.5106,2017-11-20 17:10:07+00:00,0.32,0.68,0.0,Because Thanksgiving dinner can be a stressful affair https://t.co/UJhriRDQGl,4,@NYTimes
-0.6808,2017-11-20 17:01:46+00:00,0.195,0.805,0.0,Breaking News: President Trump designated North Korea as a state sponsor of terrorism. It was taken off the list in… https://t.co/8McgC0rnFn,5,@NYTimes
0.0,2017-11-20 16:55:05+00:00,0.0,1.0,0.0,How much of Charles Manson do his songs reveal? From our archives: https://t.co/qVW0OuFGLa,6,@NYTimes
0.4588,2017-11-20 16:46:19+00:00,0.188,0.551,0.261,RT @nytopinion: The intelligence of the brightest people around is no match for the rampant stupidity of capitalism https://t.co/Cidf004gnV,7,@NYTimes
0.0,2017-11-20 16:34:22+00:00,0.0,1.0,0.0,"The Keystone XL pipeline got a final major permit, but it must alter its preferred path https://t.co/hjFvECXl8O",8,@NYTimes
0.0,2017-11-20 16:20:04+00:00,0.0,1.0,0.0,"NYT statement on Glenn Thrush: “We intend to fully investigate and while we do, Glenn will be suspended”… https://t.co/RLwqnY1Ips",9,@NYTimes
0.0,2017-11-20 16:10:06+00:00,0.0,1.0,0.0,Video: Charles Manson's cult following https://t.co/nm8cKAuxc3,10,@NYTimes
-0.4939,2017-11-20 16:00:16+00:00,0.189,0.811,0.0,"In the last year alone, the remains of nearly 300 bodies have been unearthed from clandestine graves in Veracruz https://t.co/c1NVrNZx3K",11,@NYTimes
0.0,2017-11-20 15:51:58+00:00,0.0,1.0,0.0,"A second woman said Al Franken touched her inappropriately, saying he groped her during a 2010 photo op https://t.co/zAbF1qRsaz",12,@NYTimes
-0.2023,2017-11-20 15:30:27+00:00,0.167,0.833,0.0,Opinion: Why is New York full of empty stores? https://t.co/DU5j7fwSRG,13,@NYTimes
-0.34,2017-11-20 15:21:05+00:00,0.13,0.87,0.0,"Health officials are warning that the H7N9 virus, which can be lethal, is on the rise https://t.co/LU8vrVJsNd",14,@NYTimes
-0.3612,2017-11-20 15:10:02+00:00,0.135,0.865,0.0,Donald Trump added Marshawn Lynch to the list of sports figures he has criticized on Twitter https://t.co/mo9fVJxm1u,15,@NYTimes
0.0,2017-11-20 15:00:37+00:00,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/VjAFy6TPue https://t.co/GvqA4MF9n6,16,@NYTimes
-0.2263,2017-11-20 14:50:05+00:00,0.087,0.913,0.0,"Detroit's economy was among the hardest hit after the 2008 recession, but the city is in the midst of renewal… https://t.co/DnWHAmEe1l",17,@NYTimes
-0.2263,2017-11-20 14:40:07+00:00,0.087,0.913,0.0,Hundreds of protesters took to the streets in Paris after CNN aired footage of migrants being auctioned off in Libya https://t.co/bOgo7OYv2t,18,@NYTimes
0.4404,2017-11-20 14:31:05+00:00,0.0,0.775,0.225,"Opinion: We have to re-examine our toxic, privileged, encroaching masculinity https://t.co/lEMMu2cLFH",19,@NYTimes
0.1779,2017-11-20 14:20:18+00:00,0.127,0.701,0.172,Pastors in Alabama were hesitant to alienate churchgoers who support Roy Moore https://t.co/36KG64eLtd,20,@NYTimes
0.4939,2017-11-20 14:11:06+00:00,0.0,0.862,0.138,"Guns N' Roses and Marilyn Manson, whose stage name was in part inspired by Charles Manson, recorded songs he wrote https://t.co/UsxvuNoTDF",21,@NYTimes
0.5423,2017-11-20 14:00:32+00:00,0.085,0.638,0.277,"An Ohio lawmaker who backed family values resigned after officials said he engaged in ""inappropriate behavior"" at h… https://t.co/Bdsjew9xf8",22,@NYTimes
-0.7845,2017-11-20 13:44:05+00:00,0.331,0.669,0.0,We're tracking the men who have been accused of sexual misconduct since the Weinstein scandal broke. Our list: https://t.co/65kBch5ZEg,23,@NYTimes
0.0,2017-11-20 13:30:30+00:00,0.0,1.0,0.0,Nebraska regulators are expected to rule on the Keystone XL pipeline https://t.co/OMH8kHsNP2,24,@NYTimes
0.0,2017-11-20 13:15:12+00:00,0.0,1.0,0.0,"The Manson family has occupied a dark, persistent place in American culture https://t.co/esqC1aYFD8",25,@NYTimes
0.0,2017-11-20 13:00:38+00:00,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/uy2VePAl5m https://t.co/pGwmOzAH9c,26,@NYTimes
0.0,2017-11-20 12:45:07+00:00,0.0,1.0,0.0,"""For so long, in this area, if you were a Democrat in a social setting, you just kept your mouth shut"" https://t.co/vFxoOLyrpv",27,@NYTimes
-0.4588,2017-11-20 12:30:16+00:00,0.158,0.842,0.0,President Trump doubled down on his claim that LaVar Ball was ungrateful for his son’s release https://t.co/rosPQ7GntD,28,@NYTimes
0.0772,2017-11-20 12:21:02+00:00,0.086,0.818,0.097,"At an event in Little Rock, it was clear that Bill and Hillary Clinton have not gotten over her loss to President T… https://t.co/eTkVgGQGsA",29,@NYTimes
