Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,2017-12-01 22:40:06+00:00,0.0,1.0,0.0,How Kate Steinle's case became one of the biggest trials of the year https://t.co/0Ej3KkTLs0 https://t.co/VzGG65mnXj,82,@CNN
-0.6486,2017-12-01 22:30:07+00:00,0.209,0.791,0.0,"A man tried to mimic a TV stunt -- and set off a massive fire that damaged 32 buildings, displaced at least 18 peop… https://t.co/8YGM6basut",83,@CNN
-0.2023,2017-12-01 22:20:08+00:00,0.247,0.604,0.148,Fire risk prompts new rules for 'Smart Bags' on American Airlines flights https://t.co/IoM7dZuxgl https://t.co/yPbEq7BQPt,84,@CNN
0.0772,2017-12-01 22:10:13+00:00,0.093,0.802,0.105,Geraldo Rivera apologizes to Bette Midler after she accused him earlier this week of drugging and groping her in th… https://t.co/2ObKhYtVVK,85,@CNN
0.0,2017-12-01 22:00:07+00:00,0.0,1.0,0.0,Former President Obama met with the Dalai Lama in India on Friday https://t.co/nTZXw27vOe https://t.co/NijIgEjvgr,86,@CNN
0.7964,2017-12-01 21:45:13+00:00,0.0,0.649,0.351,Exclusive: Clinton and Sanders campaign managers call tax reform a 'golden opportunity' for Dems to win 'every demo… https://t.co/U7EfAj4byO,87,@CNN
0.0,2017-12-01 21:32:06+00:00,0.0,1.0,0.0,"Jared Kushner is the very senior Trump team member who told Michael Flynn to contact the Russian ambassador, source… https://t.co/uwvcD83fPu",88,@CNN
-0.4728,2017-12-01 21:25:17+00:00,0.118,0.882,0.0,"RT @TheLeadCNN: Why did Flynn lie about his conversations with the Russian ambassador?

Why has the White House told you so many lies about…",89,@CNN
0.0,2017-12-01 21:20:07+00:00,0.0,1.0,0.0,"Matt Lauer ""will not be paid past his last day of work,"" a senior NBC source says https://t.co/cl0vWESsF7 https://t.co/Oi5rUWhK6J",90,@CNN
-0.8885,2017-12-01 21:10:07+00:00,0.404,0.596,0.0,A McDonald's manager who gave police a loaded gun that led to the arrest of a suspect in a series of killings in Ta… https://t.co/N9HT3M1d4M,91,@CNN
-0.2023,2017-12-01 20:59:45+00:00,0.079,0.921,0.0,"You won't find studies in humans that prove chicken soup can fight a cold, but there's enough evidence to make it w… https://t.co/A7MFe3siU1",92,@CNN
0.1779,2017-12-01 20:43:58+00:00,0.0,0.825,0.175,Police officer adopts homeless mother's opioid-addicted newborn https://t.co/mfIiuO1TFZ https://t.co/k9kfMHyN4H,93,@CNN
0.0,2017-12-01 20:30:08+00:00,0.0,1.0,0.0,The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma… https://t.co/vYRkJn1wJo,94,@CNN
0.2732,2017-12-01 20:20:11+00:00,0.0,0.896,0.104,"""The presence of God today is also called Rohingya"": Pope Francis referred to the Rohingya people, Myanmar's persec… https://t.co/MepSk5DUlh",95,@CNN
0.8074,2017-12-01 20:10:07+00:00,0.0,0.644,0.356,"Thanks to the giant advertisement that is ""Star Wars,"" Ireland's ruggedly beautiful Skellig Islands are feeling the… https://t.co/NSDfGOJefQ",96,@CNN
-0.5859,2017-12-01 20:00:16+00:00,0.256,0.64,0.104,An independent report faults police over planning and failure to protect the public at Charlottesville rally that l… https://t.co/ZA2wkgNtzp,97,@CNN
0.0,2017-12-01 19:50:05+00:00,0.0,1.0,0.0,Here's what we've learned in court and from filings about the Michael Flynn case https://t.co/GkGiDluocv https://t.co/oVtKmJXJQ4,98,@CNN
0.765,2017-12-01 19:41:07+00:00,0.0,0.708,0.292,Hillary Clinton and Bernie Sanders campaign managers call tax reform a 'golden opportunity' for Democrats to win 'e… https://t.co/hwaRou1MSi,99,@CNN
-0.7506,2017-12-01 19:33:43+00:00,0.252,0.748,0.0,The market had a slight panic attack on the news that Michael Flynn may testify against President Trump. But it did… https://t.co/ETZfY2HQSS,100,@CNN
-0.4019,2017-12-02 19:03:17+00:00,0.252,0.748,0.0,Dalston bus ticket clash: Eight police officers injured https://t.co/IDBFyBXpzU,1,@BBCNews
0.4767,2017-12-02 18:53:04+00:00,0.0,0.661,0.339,Children's commissioner may consider legal action over Universal Credit https://t.co/VBUgrOVaBF,2,@BBCNews
0.0,2017-12-02 18:01:06+00:00,0.0,1.0,0.0,"RT @BBCSport: Half an hour gone.

Arsenal 0-2 Man Utd.

Live? https://t.co/KcWELiLlbu #ARSMUN https://t.co/52HL2bn4nW",3,@BBCNews
0.0,2017-12-02 17:53:21+00:00,0.0,1.0,0.0,"RT @bbcweather: Heading out this #SaturdayNight? It'll be generally cloudy, with a little patchy #rain for some. Ben R https://t.co/eCyp8BY…",4,@BBCNews
-0.5994,2017-12-02 17:28:39+00:00,0.196,0.804,0.0,RT @BBCNewsbeat: The family of 14-year-old Samuel Berkley say they are 'heartbroken' about his death  https://t.co/uwkibpisVX https://t.co/…,5,@BBCNews
0.0,2017-12-02 17:02:29+00:00,0.0,1.0,0.0,RT @BBCSport: What a story for Hereford FC - they'll be in the #FACup third round draw https://t.co/QWHazTLw0a https://t.co/bzxXGK2a1C,6,@BBCNews
-0.2263,2017-12-02 16:55:38+00:00,0.101,0.899,0.0,RT @BBCNewsbeat: Tangled tinsel and wonky trees: feast your eyes on the UK's dodgy Christmas displays https://t.co/HLVfpYXFIV https://t.co/…,7,@BBCNews
0.8934,2017-12-02 16:48:36+00:00,0.0,0.584,0.416,"RT @BBCSport: Wales survived a remarkable comeback to end their autumn series with a nail-biting win over South Africa.

? https://t.co/pXf…",8,@BBCNews
0.0,2017-12-02 15:57:36+00:00,0.0,1.0,0.0,"RT @BBCSport: Here are the half-time Premier League scores. How's your team getting on?
https://t.co/CZVS9P2SMe #bbcfootball https://t.co/U…",9,@BBCNews
-0.296,2017-12-02 15:29:08+00:00,0.211,0.789,0.0,RT @BBCNewsbeat: Motorway Martin: PC single-handedly stops van from falling off bridge https://t.co/TREilMlB8z https://t.co/19YLSTXTNO,10,@BBCNews
0.5106,2017-12-02 15:02:01+00:00,0.0,0.68,0.32,Barclays axes free Kaspersky product as a 'precaution' https://t.co/hM5VoCy35a,11,@BBCNews
-0.5719,2017-12-02 14:28:13+00:00,0.316,0.684,0.0,Whirlpool tumble dryers: MPs' anger as replacement ends https://t.co/DVZGbXlHPr,12,@BBCNews
0.4019,2017-12-02 14:03:52+00:00,0.0,0.748,0.252,Chief vet defends support of larger hen cages https://t.co/d1PJYfW4ig,13,@BBCNews
0.0,2017-12-02 13:57:30+00:00,0.0,1.0,0.0,RT @BBCScienceNews: Migraine is 'not just a headache' https://t.co/GjoF5Q29Qh,14,@BBCNews
-0.296,2017-12-02 12:40:53+00:00,0.314,0.686,0.0,Motorway PC stops lorry from falling off bridge https://t.co/eoRnM2sCA1,15,@BBCNews
0.0258,2017-12-02 12:40:52+00:00,0.152,0.657,0.19,RT @bbcstories: Errol’s a mechanic and prostate cancer survivor. Now he’s dedicated to getting as many other men diagnosed as he can. What…,16,@BBCNews
0.0,2017-12-02 12:23:57+00:00,0.0,1.0,0.0,"Boy, 14, dies after being hit on M67 in Hyde https://t.co/zLciXH4tvM",17,@BBCNews
0.2023,2017-12-02 12:03:23+00:00,0.0,0.87,0.13,Ashes: Australia on top after day one of second Test in Adelaide https://t.co/n1IoUJJcVi,18,@BBCNews
0.34,2017-12-02 11:54:26+00:00,0.0,0.893,0.107,"RT @5liveSport: That's close of play for Day 1 at Adelaide. 

Australia are 209-4. Get all the reaction from @Aggerscricket and @philtufnel…",19,@BBCNews
-0.4939,2017-12-02 11:40:36+00:00,0.113,0.887,0.0,RT @Moneybox: Do we still need cash machines? Some fear the numbers of ATMs could plummet over the next few years. We'll be discussing on M…,20,@BBCNews
0.0,2017-12-02 11:31:35+00:00,0.0,1.0,0.0,"RT @BBCBusiness: What do unicorns, zebras, sharks and bees have to do with your money? Explore our full A-Z Business Beasts guide here: htt…",21,@BBCNews
0.0,2017-12-02 11:02:15+00:00,0.0,1.0,0.0,New heart for eight-week-old Charlie Douthwaite https://t.co/LY2qmXZiKl,22,@BBCNews
0.0,2017-12-02 11:02:15+00:00,0.0,1.0,0.0,Rugby League World Cup: Australia edge out England to retain trophy https://t.co/qeNcrUUzSv,23,@BBCNews
0.25,2017-12-02 10:53:36+00:00,0.159,0.625,0.216,"RT @BBCSport: Australia have beaten England to win the #RLWC2017. 

? https://t.co/EwfAqAMrNc #bbcrl https://t.co/pl1rVA7gIx",24,@BBCNews
0.0,2017-12-02 10:41:12+00:00,0.0,1.0,0.0,"RT @BBCSport: WHAT A GAME THIS IS! ? 

10 minutes to go and it could still go either way.

Latest: Australia 6-0 England

Live ? https://t.…",25,@BBCNews
0.3384,2017-12-02 10:19:18+00:00,0.0,0.902,0.098,"RT @BBCSport: One thing Australia have done really well in this tournament is be patient, they're continuing with that theme in the #RLWC20…",26,@BBCNews
0.0,2017-12-02 10:19:06+00:00,0.0,1.0,0.0,"RT @bbctms: WICKET!

Overton takes his first Test wicket and it's Australian captain Steve Smith.

#Ashes
#bbccricket 

Live text &amp; @bbctms…",27,@BBCNews
0.0,2017-12-02 10:14:46+00:00,0.0,1.0,0.0,Car hits pedestrians after Brixton 'altercation' https://t.co/OVUOMYqn15,28,@BBCNews
-0.4215,2017-12-02 09:57:33+00:00,0.192,0.808,0.0,"RT @BBCSport: The errors proved costly for @England_RL in the first half. 

Live ? https://t.co/EwfAqAMrNc #bbcrl #RLWC2017 #bbcrl https://…",29,@BBCNews
-0.1531,2017-12-02 08:56:42+00:00,0.071,0.929,0.0,"RT @BBCSport: England will be missing captain Sean O'Loughlin... but they always have Sam Burgess. 

Follow the #RLWC2017 final live on @BB…",30,@BBCNews
-0.0752,2017-12-02 08:42:22+00:00,0.161,0.708,0.131,David Cameron: We 'didn't solve' dementia cost challenge https://t.co/r5VXe0eut4,31,@BBCNews
0.34,2017-12-02 08:38:13+00:00,0.0,0.906,0.094,"RT @BBCSteveR: Nizhny Novgorod, where England will play Panama in the World Cup, used to be closed to foreigners. What can visiting fans ex…",32,@BBCNews
0.0,2017-12-02 08:18:36+00:00,0.0,1.0,0.0,"RT @BBCSport: If you're just waking up how about #Ashes with your breakfast

#bbcricket

? Live text &amp; @bbctms : https://t.co/GvwGalXjwe ht…",33,@BBCNews
0.0,2017-12-02 08:02:35+00:00,0.0,1.0,0.0,"RT @BBCBusiness: It's a jungle out there in the finance world and we're on a safari. Over the next month, we'll be posting our A-Z of Busin…",34,@BBCNews
0.0,2017-12-02 07:04:42+00:00,0.0,1.0,0.0,New archbishop wants to 'refresh' Church in Wales https://t.co/5y5xr6klgf,35,@BBCNews
-0.802,2017-12-02 05:40:17+00:00,0.419,0.581,0.0,Newark: Culture focus to change 'worst town to be poor' label https://t.co/W2MIqL4396,36,@BBCNews
0.0,2017-12-02 04:52:33+00:00,0.0,1.0,0.0,Damian Green porn claims 'flagrant police breach' https://t.co/gAgB8UyH3x,37,@BBCNews
-0.9001,2017-12-02 02:36:05+00:00,0.647,0.353,0.0,Murderer William Kerr arrested after absconding from prison https://t.co/Jd0x6rbl5c,38,@BBCNews
-0.6486,2017-12-02 02:22:06+00:00,0.301,0.699,0.0,Five Northampton cat deaths linked to 'Croydon cat killer' probe https://t.co/0HG27KdQMD,39,@BBCNews
-0.6808,2017-12-02 01:20:51+00:00,0.365,0.635,0.0,Murderer William Kerr absconds from HMP Hollesley Bay https://t.co/4fREPvM2Kr,40,@BBCNews
0.0,2017-12-02 01:05:54+00:00,0.0,1.0,0.0,My brain 'exploded' after kick in the head https://t.co/i4VSEqGRxL,41,@BBCNews
-0.5859,2017-12-02 01:05:54+00:00,0.352,0.648,0.0,Pupils' diaries convict Hampshire sex assault teacher https://t.co/VNcF6cDJcY,42,@BBCNews
0.25,2017-12-02 01:02:22+00:00,0.0,0.778,0.222,Minister calls for minimum banking services guarantee https://t.co/FOd505qJDU,43,@BBCNews
0.0,2017-12-01 23:54:29+00:00,0.0,1.0,0.0,How much of your salary is spent on rent? https://t.co/Be73VnTgOH,44,@BBCNews
-0.6249,2017-12-01 23:50:33+00:00,0.421,0.579,0.0,Woman arrested after toddler found alone in Wigan https://t.co/FYaIq5uTX8,45,@BBCNews
0.0,2017-12-01 22:34:03+00:00,0.0,1.0,0.0,"Saturday's Times: ""Cabinet split over Green after police porn claims"" #tomorrowspaperstoday #BBCpapers (via… https://t.co/AlosgmD4Xy",46,@BBCNews
-0.6908,2017-12-01 22:14:59+00:00,0.299,0.701,0.0,"Saturday's Daily Star: ""Murder on the dancefloor"" #tomorrowspaperstoday #BBCpapers (via @hendopolis) https://t.co/KCpP3eOKrT",47,@BBCNews
0.0,2017-12-01 22:14:54+00:00,0.0,1.0,0.0,"Saturday's Daily Telegraph: ""Trump aide turns informer in Russia case"" #tomorrowspaperstoday #BBCpapers (via… https://t.co/tO6AJTr0p0",48,@BBCNews
0.0,2017-12-01 22:14:54+00:00,0.0,1.0,0.0,"Saturday's Sun: ""Mega star!"" #tomorrowspaperstoday #BBCpapers (via @hendopolis) https://t.co/Pso8PxvKmW",49,@BBCNews
0.0,2017-12-01 22:14:49+00:00,0.0,1.0,0.0,"Saturday's Daily Mirror: ""The minister for porn"" #tomorrowspaperstoday #BBCpapers (via @hendopolis) https://t.co/tspV9KaKMQ",50,@BBCNews
-0.34,2017-12-01 22:10:39+00:00,0.255,0.745,0.0,Kaspersky Labs: Warning over Russian anti-virus software https://t.co/G1t6ShDKYD,51,@BBCNews
0.0,2017-12-01 22:01:08+00:00,0.0,1.0,0.0,RT @BBCSport: ?? “The World Cup draw: a very English reaction” https://t.co/iYCNNnUo2K,52,@BBCNews
0.25,2017-12-01 22:00:47+00:00,0.0,0.931,0.069,"RT @BBCSport: FT AFC Fylde 1-1 Wigan

Both teams are still in the hat and in with a chance of landing a draw against the big boys in the th…",53,@BBCNews
0.4404,2017-12-01 22:00:43+00:00,0.0,0.868,0.132,"RT @BBCSportWales: FT: #CardiffCity 3-1 Norwich 

The Bluebirds close the gap to leaders Wolverhampton Wanderers to just a point thanks to…",54,@BBCNews
0.0,2017-12-01 22:00:37+00:00,0.0,1.0,0.0,"RT @BBCSport: FT Leeds 1-1 Aston Villa 

Henri Lansbury earns #AVFC a point against #LUFC in an even game at Elland Road https://t.co/xYzkq…",55,@BBCNews
-0.5994,2017-12-01 21:52:28+00:00,0.231,0.769,0.0,"Saturday's Daily Mail: ""Tories at war with the police"" #tomorrowspaperstoday #BBCpapers (via @hendopolis) https://t.co/CHBtQEuIsx",56,@BBCNews
-0.7906,2017-12-01 21:52:24+00:00,0.318,0.682,0.0,"Saturday's i weekend: ""Davis threat to quit if deputy PM is fired over porn"" #tomorrowspaperstoday #BBCpapers (via… https://t.co/Pl2D7PPP5s",57,@BBCNews
-0.7351,2017-12-01 21:52:22+00:00,0.341,0.659,0.0,"Saturday's Financial Times Weekend: ""Flynn pleads guilty to lying over Russian ties"" #tomorrowspaperstoday… https://t.co/VcLETDikrA",58,@BBCNews
0.4588,2017-12-01 20:57:57+00:00,0.0,0.812,0.188,Prince Harry and Meghan Markle complete first joint public engagement since... their engagement… https://t.co/2Ohm4KHBSL,59,@BBCNews
0.0,2017-12-01 20:57:27+00:00,0.0,1.0,0.0,Toys R Us prepares to shut 25 stores https://t.co/merUbSymON,60,@BBCNews
0.0,2017-12-01 20:53:53+00:00,0.0,1.0,0.0,RT @bbcweather: What's the #weekend got in store? The forecast for the next 48 hours squeezed into 60 seconds. Get your local detail here h…,61,@BBCNews
0.4019,2017-12-01 20:06:23+00:00,0.0,0.861,0.139,"RT @BBCSteveR: Want to know more about Volgograd, where England play their opening World Cup match next June? It has one of the world's tal…",62,@BBCNews
0.0,2017-12-01 20:05:53+00:00,0.0,1.0,0.0,"RT @BBC_HaveYourSay: ""I will have a 70-mile round trip now"" - the lengths people say they'll have to go to with bank branch closures on the…",63,@BBCNews
-0.8074,2017-12-01 20:02:31+00:00,0.549,0.451,0.0,'Suicide pact' trial: Natasha Gordon found guilty https://t.co/SNUs60mMRt,64,@BBCNews
0.4215,2017-12-01 19:31:53+00:00,0.0,0.741,0.259,"RT @BBCWorld: Artist rescued after not-so-great 'escape'

https://t.co/cKQrURtq69 https://t.co/RvVwXigmkY",65,@BBCNews
-0.5267,2017-12-01 18:37:43+00:00,0.207,0.793,0.0,RT @BBCBusiness: RBS is closing branches. Is your nearest one under threat? https://t.co/qvmDLB6f0W https://t.co/t1AYd5l92u,66,@BBCNews
0.0,2017-12-01 17:49:56+00:00,0.0,1.0,0.0,Supermarkets 'raise the price of Christmas biscuits' https://t.co/QmYmXwu7wQ,67,@BBCNews
0.3182,2017-12-01 17:29:17+00:00,0.0,0.892,0.108,"Any UK offer to deal with Irish border after #Brexit must be acceptable to Ireland, EU's Donald Tusk says… https://t.co/u4QkhRddYq",68,@BBCNews
0.3182,2017-12-01 17:27:37+00:00,0.0,0.753,0.247,Brexit offer 'must be acceptable to Ireland' https://t.co/GZV3URQgd4,69,@BBCNews
0.2263,2017-12-01 17:15:34+00:00,0.0,0.917,0.083,"Irish PM says he's prepared to ""stand firm"" with EU partners if UK offer ""falls short"" on key #Brexit issues – incl… https://t.co/2S9QEcTg29",70,@BBCNews
0.0,2017-12-01 16:52:11+00:00,0.0,1.0,0.0,SNP MP rebuked for calling Lords 'ermine vermin' https://t.co/orzcbYNMsP,71,@BBCNews
0.0,2017-12-01 16:49:53+00:00,0.0,1.0,0.0,RT @bbclaurak: Apparently in fact the PM herself does NOT have the final Green report,72,@BBCNews
0.0,2017-12-01 16:31:25+00:00,0.0,1.0,0.0,"RT @BBCSport: Fixtures ?
Times ?
Place ?

Plan your 2018 Fifa #WorldCup here ? https://t.co/ZP8c002zey #WorldCupDraw #bbcfootball https://t…",73,@BBCNews
0.0,2017-12-01 16:31:01+00:00,0.0,1.0,0.0,RT @bbclaurak: Damian Green now heading back to constituency - understand he has not seen contents of report but the PM now has it - source…,74,@BBCNews
0.34,2017-12-01 16:15:29+00:00,0.0,0.821,0.179,"World Cup draw: England play Belgium, Panama and Tunisia in Group G https://t.co/fCHlqcnS8d",75,@BBCNews
0.0,2017-12-01 16:14:25+00:00,0.0,1.0,0.0,"RT @BBCSport: Here it is - the 2018 Fifa #WorldCupDraw in full.

Live reaction ? https://t.co/XhMcEMjVJd

#bbcfootball https://t.co/0VuT9eD…",76,@BBCNews
0.0,2017-12-01 16:03:34+00:00,0.0,1.0,0.0,"RT @BBCSport: Here's how Group G looks for the 2018 Fifa World Cup.

Live reaction ? https://t.co/XhMcEMjVJd #WorldCupDraw #bbcfootball htt…",77,@BBCNews
0.0,2017-12-01 15:43:39+00:00,0.0,1.0,0.0,"RT @BBCSport: Group G

?? Belgium
??????? England

Follow live:

? @BBCTwo
? @bbc5live
? https://t.co/XhMcEMjVJd

#WorldCupDraw #bbcfootball",78,@BBCNews
0.6355,2017-12-01 15:43:11+00:00,0.0,0.68,0.32,"RT @BBC_HaveYourSay: ""I can't stop laughing...this is making fun of our intelligence.""
https://t.co/7wbOXilh34",79,@BBCNews
0.0,2017-12-01 15:27:37+00:00,0.0,1.0,0.0,"RT @BBCSport: The 2018 Fifa #WorldCupDraw is moments away ??

Follow live coverage ? https://t.co/XhMcEMjVJd

Tweet us #bbcfootball https:/…",80,@BBCNews
-0.296,2017-12-01 15:26:50+00:00,0.18,0.82,0.0,"Derby Christmas tree 'exclusion zone' was 'over cautious', council says https://t.co/YbNQiAbICt",81,@BBCNews
0.0,2017-12-01 15:01:29+00:00,0.0,1.0,0.0,"RT @BBCSport: HERE.
WE.
GO!

We're live on @BBCTwo for the #WorldCupDraw!

Watch ? https://t.co/XhMcEMjVJd https://t.co/xAHVpUO9ca",82,@BBCNews
0.0,2017-12-01 15:00:24+00:00,0.0,1.0,0.0,"RT @bbclaurak: That could mean nothing, or it could mean everything",83,@BBCNews
0.0,2017-12-01 15:00:10+00:00,0.0,1.0,0.0,"RT @bbclaurak: After allegations this morning and David Davis’ extraordinary intervention, hearing Damian Green is back in Westminster from…",84,@BBCNews
0.0,2017-12-01 14:49:10+00:00,0.0,1.0,0.0,"RT @BBCSport: The stars are arriving at the Kremlin for the #WorldCupDraw!

Our #bbcfootball live page is under way ?https://t.co/XhMcEMjVJ…",85,@BBCNews
0.1531,2017-12-01 14:23:06+00:00,0.089,0.792,0.119,RT @BBCBreaking: Trump's ex-national security adviser Michael Flynn charged with making false statement to FBI in January https://t.co/Zw6t…,86,@BBCNews
0.0,2017-12-01 14:09:53+00:00,0.0,1.0,0.0,RT @bbcweather: Plans for the #weekend? Here's how the weather's looking. Jo https://t.co/iKWJahdKmb,87,@BBCNews
0.0,2017-12-01 14:09:23+00:00,0.0,1.0,0.0,"RT @BBCSport: Pep Guardiola has been asked by the FA to explain his animated post-match discussion with Southampton's Nathan Redmond.

Read…",88,@BBCNews
0.0,2017-12-01 13:55:18+00:00,0.0,1.0,0.0,"RT @bbctms: Here are your timings for tomorrow's day/night Test @TheAdelaideOval. 

On air for Toss at 3am. 
First ball 3.30
Tea 5.30
Dinne…",89,@BBCNews
-0.3818,2017-12-01 13:34:27+00:00,0.286,0.714,0.0,David Davis 'warns No 10 not to sack Damian Green' https://t.co/67YkIfSwDS,90,@BBCNews
-0.5411,2017-12-01 13:22:19+00:00,0.249,0.643,0.108,"RT @BBCSport: Remember the chaos &amp; confusion at the 1982 #WorldCupDraw?

Hopefully none of this today!

Watch: https://t.co/VJvFO6J06M http…",91,@BBCNews
0.0,2017-12-01 13:08:02+00:00,0.0,1.0,0.0,"RT @BBCSport: Three cities have joined Birmingham to contest the right to host the 2022 Commonwealth Games.

Read more: https://t.co/KVtwy0…",92,@BBCNews
0.0,2017-12-01 13:00:57+00:00,0.0,1.0,0.0,London Olympic Stadium taken over by mayor Sadiq Khan https://t.co/s6OK85DGMa,93,@BBCNews
0.0,2017-12-01 12:57:56+00:00,0.0,1.0,0.0,RT @BBC_HaveYourSay: #AskWoody - did the US ambassador's Twitter Q&amp;A get sidetracked by Trump? https://t.co/pi4m0PECqp,94,@BBCNews
-0.765,2017-12-01 12:33:03+00:00,0.394,0.512,0.094,"RT @BBCWorld: Hesitant Europeans - 36%
Contented Europeans - 23%
EU Rejecters - 14%
Frustrated Pro-Europeans - 9%
Austerity Rebels - 9%
Fed…",95,@BBCNews
-0.3612,2017-12-01 12:11:37+00:00,0.238,0.762,0.0,Carl Sargeant funeral taking place in Connah's Quay https://t.co/5fpD12NhvA,96,@BBCNews
-0.8176,2017-12-01 12:11:37+00:00,0.484,0.516,0.0,David Dearlove found guilty of 1968 Paul Booth murder https://t.co/53SUalSqRp,97,@BBCNews
0.0,2017-12-01 11:54:14+00:00,0.0,1.0,0.0,RT @BBCDanielS: Damian Green's response today https://t.co/02ImPFqrIH,98,@BBCNews
0.0,2017-12-01 11:18:28+00:00,0.0,1.0,0.0,Airport appeal reunites toy dog with owner https://t.co/lHSGYwq2nV,99,@BBCNews
0.4588,2017-12-01 11:15:26+00:00,0.0,0.85,0.15,Prince Harry and his fiancée Meghan Markle make their first joint official public engagement at #WorldAIDSDay chari… https://t.co/i6fL7CefeN,100,@BBCNews
0.6072,2017-12-02 20:41:04+00:00,0.0,0.82,0.18,The first test of Prince Harry and Meghan Markle's fairy-tale romance? A British citizenship exam. Could you ace it? https://t.co/KRkAfS1TN0,1,@NYTimes
-0.6808,2017-12-02 20:26:05+00:00,0.248,0.752,0.0,"A memo. An executive visit to ""NBC Nightly News."" NBC News does in-house damage control after firing Matt Lauer. https://t.co/9XY3tfam3H",2,@NYTimes
0.4215,2017-12-02 20:11:04+00:00,0.0,0.865,0.135,The Republican tax plan could mean leaving government leaner and the safety net skimpier for millions of Americans https://t.co/36UUE8zWFe,3,@NYTimes
-0.3818,2017-12-02 19:56:02+00:00,0.14,0.86,0.0,“Everybody’s bawling.” A girls basketball team run by a juvenile court ended its losing streak at 312 games. https://t.co/qW9oqSiwFS,4,@NYTimes
-0.7351,2017-12-02 19:41:03+00:00,0.267,0.733,0.0,"President Trump tweeted that he fired Michael Flynn “because he lied to the vice president and the FBI"" https://t.co/SX6CRM1WmT",5,@NYTimes
-0.3182,2017-12-02 19:31:02+00:00,0.162,0.687,0.151,RT @nytvideo: Is it ever O.K. to joke about rape? We asked female comedians how stand-up is changing in the post-Weinstein era. https://t.c…,6,@NYTimes
0.6908,2017-12-02 19:21:03+00:00,0.095,0.563,0.342,"Like other Washington traditions that Trump has disrupted, the White House holiday party was no exception https://t.co/zgbV5bwMUB",7,@NYTimes
0.0,2017-12-02 19:06:06+00:00,0.0,1.0,0.0,See how your senator voted on the GOP tax bill https://t.co/A9FtgXCn1b,8,@NYTimes
0.4019,2017-12-02 18:56:04+00:00,0.0,0.886,0.114,"RT @nytmike: A rare public statement on the record from the Special Counsel's office to the media: ""Immediately upon learning of the allega…",9,@NYTimes
0.0,2017-12-02 18:46:02+00:00,0.0,1.0,0.0,Opinion: Who might now be swept up in the investigation? The next obvious candidate is Jared Kushner. https://t.co/WIdbiyoXM6,10,@NYTimes
0.0,2017-12-02 18:36:01+00:00,0.0,1.0,0.0,Most Britons find the British citizenship test almost impossible to pass. Will Meghan Markle ace it? https://t.co/5LkIy5gvey,11,@NYTimes
0.0,2017-12-02 18:21:05+00:00,0.0,1.0,0.0,"According to the government of Myanmar, the Rohingya do not exist. How?
 https://t.co/oSMMdu6Gys",12,@NYTimes
0.0,2017-12-02 18:06:05+00:00,0.0,1.0,0.0,"The definitive French dishes that every modern cook should master https://t.co/WxvnqvGlT7

@SamSifton, @nytfood edi… https://t.co/Cl6n0ZtCYY",13,@NYTimes
0.5859,2017-12-02 17:56:05+00:00,0.0,0.847,0.153,"In a big win for President Trump, the Senate passed its tax plan. It now must be reconciled with the House version. https://t.co/J4DsgU571z",14,@NYTimes
0.0,2017-12-02 17:46:01+00:00,0.0,1.0,0.0,"The agent, Peter Strzok, was reassigned this summer from Robert Mueller’s investigation to the FBI's human resources department",15,@NYTimes
0.2263,2017-12-02 17:36:07+00:00,0.0,0.84,0.16,This lentil soup will keep you warm all winter long https://t.co/P60FkbL2Gi,16,@NYTimes
0.4215,2017-12-02 17:21:03+00:00,0.0,0.877,0.123,Trump's team hopes that the tax plan may resonate more powerfully with the public than the news of Michael Flynn https://t.co/Dzzv2C5Yl4,17,@NYTimes
0.6249,2017-12-02 17:07:36+00:00,0.0,0.823,0.177,"Step onto the Great Wall of China, one of the new Seven Wonders of the World, in 360° video https://t.co/TeONS93k8A",18,@NYTimes
-0.2732,2017-12-02 16:51:10+00:00,0.104,0.896,0.0,The FBI agent was cut from the Russia inquiry over possible anti-Trump political views expressed in text messages https://t.co/F3X2GmgDiF,19,@NYTimes
0.0,2017-12-02 16:48:14+00:00,0.0,1.0,0.0,Breaking News: An FBI agent was removed after questions about whether he expressed anti-Trump political views https://t.co/2pV8jcLaXY,20,@NYTimes
0.0772,2017-12-02 16:41:04+00:00,0.0,0.944,0.056,"""I want you to take a look at this, folks. This is your government at work,"" said Senator Jon Tester, Democrat of M… https://t.co/vpCb0tR9VV",21,@NYTimes
-0.296,2017-12-02 16:26:06+00:00,0.196,0.804,0.0,Opinion: She wanted to get sterilized. Her doctor refused. https://t.co/fEorL3z3S9,22,@NYTimes
-0.0258,2017-12-02 16:11:06+00:00,0.136,0.791,0.073,Members of Mexico’s landmark anti-corruption drive say the government has thwarted them from making serious headway https://t.co/wtf7r9BJOr,23,@NYTimes
0.4215,2017-12-02 15:56:02+00:00,0.097,0.714,0.189,Novelist Emma Cline had a banner 2016. But a lawsuit by a former boyfriend has overshadowed that success. https://t.co/7lWZNtz43U,24,@NYTimes
0.0,2017-12-02 15:48:27+00:00,0.0,1.0,0.0,How Ireland Moved to the Left: ‘The Demise of the Church’ https://t.co/7aweHoRh5T,25,@NYTimes
